sample_id,Omega,P,CoordinateX_mean,CoordinateX_std,CoordinateX_min,CoordinateX_max,CoordinateX_p25,CoordinateX_p75,CoordinateX_skew,CoordinateX_kurt,CoordinateY_mean,CoordinateY_std,CoordinateY_min,CoordinateY_max,CoordinateY_p25,CoordinateY_p75,CoordinateY_skew,CoordinateY_kurt,CoordinateZ_mean,CoordinateZ_std,CoordinateZ_min,CoordinateZ_max,CoordinateZ_p25,CoordinateZ_p75,CoordinateZ_skew,CoordinateZ_kurt,NormalsX_mean,NormalsX_std,NormalsX_min,NormalsX_max,NormalsX_p25,NormalsX_p75,NormalsX_skew,NormalsX_kurt,NormalsY_mean,NormalsY_std,NormalsY_min,NormalsY_max,NormalsY_p25,NormalsY_p75,NormalsY_skew,NormalsY_kurt,NormalsZ_mean,NormalsZ_std,NormalsZ_min,NormalsZ_max,NormalsZ_p25,NormalsZ_p75,NormalsZ_skew,NormalsZ_kurt,Pressure_mean,Pressure_std,Pressure_min,Pressure_max,Pressure_p25,Pressure_p75,Pressure_skew,Pressure_kurt,Density_mean,Density_std,Density_min,Density_max,Density_p25,Density_p75,Density_skew,Density_kurt,Temperature_mean,Temperature_std,Temperature_min,Temperature_max,Temperature_p25,Temperature_p75,Temperature_skew,Temperature_kurt,Compression_ratio,Efficiency,Massflow
0,1641.51,366255.35,0.019936169056131013,0.012755165082612426,-0.001513592641388186,0.04533642942918831,0.007818590284992509,0.031812252265931845,0.16769891192975742,-1.1885648991078779,0.22049287236878368,0.027994223210933665,0.1762114755953621,0.2506042188581172,0.1886509717419444,0.24719111231462937,-0.30993660673385925,-1.6307811776280994,-0.0011284998578719222,0.016106823170409564,-0.025110775292466195,0.022734403562702468,-0.01718337061396517,0.014270567927476666,-0.05720454041581906,-1.4258151011532487,0.03219293612307515,0.6247199377042887,-0.9979759454727173,0.9973452091217041,-0.6028311848640442,0.6572420597076416,-0.16553333533987988,-1.430712318143281,0.3879582521591736,0.4266307132484755,-0.22177453339099884,0.9999210238456726,0.0185091532766819,0.8695611953735352,0.22839367368091448,-1.636420494739458,-0.0162059599704965,0.5252624707464002,-0.9989998936653137,0.9999566078186035,-0.49381527304649353,0.4728691279888153,0.08849143880868568,-1.2665737225146503,109000.40165916605,33974.78239092573,16028.092069171089,232296.692354917,76919.89875299089,132335.85762018352,-0.36370630014940236,0.021241323350766006,1.0852130853107356,0.33220271610237384,0.16502968556377462,2.158019901486885,0.7751974223960738,1.3181216039116186,-0.49097530700090747,-0.23449424973085087,349.84071925894114,16.150331532917953,308.87969389684645,380.1732342203775,333.7758545331807,364.8389488051082,-0.11759366208491212,-1.4530048126541724,1.897161,0.874458,18.741776
1,1639.53,372627.75,0.019747405454358304,0.012563690740372712,-0.0016545374438634906,0.04423977220379361,0.007752235647550137,0.03146453057267905,0.14518620625029424,-1.2048496501520838,0.2205936577565766,0.02811351738359935,0.1762856218619371,0.250916120032047,0.18854654001320595,0.24734810191757975,-0.30984691152060423,-1.6323850948988416,-0.0007365741317234409,0.01576161245925481,-0.023503180592578634,0.022871702043626305,-0.016493830282880203,0.014203580044722294,-0.04200783341391556,-1.429065970162377,0.030733608635834818,0.6236063705953012,-0.9981352686882019,0.9960956573486328,-0.5938552618026733,0.6599966287612915,-0.15392416407932613,-1.433653690320455,0.38769251349105605,0.4275471932030998,-0.23968631029129028,0.9998128414154053,0.01784282550215721,0.8763380646705627,0.2321957702386979,-1.640969466844202,-0.019918826301401116,0.5259959542090908,-0.9997307658195496,0.9994684457778931,-0.514312744140625,0.47437870502471924,0.08778513593917162,-1.274310102576352,111957.0035981926,33951.88423597211,11071.566661718387,227301.5469967403,83253.59211676799,134457.37774699504,-0.5031683107565473,0.11428772520623465,1.1134361657555787,0.3294256036170686,0.11205134120362334,2.1279130783689557,0.8196459491985335,1.332085680550461,-0.6358249729827264,-0.025370857954762016,349.979119598663,16.299548653671486,307.99326619076203,381.7056272140129,333.64166665919566,365.03988801763904,-0.1142214997040561,-1.4429355609468835,1.896274,0.863494,18.421656
2,1748.61,364912.85,0.019918902004384918,0.012671158027012278,-0.001489987701056392,0.04432556047437159,0.007830410654429817,0.03177048417205295,0.14467294093206734,-1.2165354058306834,0.22044845743631833,0.027993579900737753,0.17620992493849164,0.25060377090569924,0.18857814024436978,0.24710481492762848,-0.31080720799490263,-1.6306994979030578,-0.0011529503234008745,0.01597704257539506,-0.024763075326484914,0.022447782568528758,-0.01713963729656692,0.014033757953274498,-0.051075285026420884,-1.4333049601837493,0.03488088430606175,0.6243933009665376,-0.9980100393295288,0.9965139627456665,-0.6111598014831543,0.6734151840209961,-0.16736288333416832,-1.4432247823149857,0.38459461606157597,0.4289428517964229,-0.31065633893013,0.9999945759773254,0.013571126386523247,0.8622338771820068,0.2122908272069191,-1.6132257418431273,-0.016375020414743115,0.526063924127645,-0.9999786019325256,0.99844890832901,-0.5091855525970459,0.4761863946914673,0.08198508709985393,-1.2906575234196842,110201.59894291386,36620.175589233135,19760.338824334653,256807.2221035001,73617.58774527622,135957.31947858175,0.024062671209493798,0.19405237252200846,1.0716526524686758,0.3461411248264405,0.19308249449121093,2.33182799214659,0.7346619004432867,1.3045936321525646,-0.15812589462700571,-0.21008557016238738,357.98182884203646,17.985457438610997,315.21444278086176,391.1552485282111,339.7838029726848,374.70917622239034,-0.15415244221663738,-1.4575640759587059,2.016035,0.862404,19.968557
3,1625.13,361225.45,0.01990677915421778,0.012665787157305208,-0.0014725996174683592,0.04420593022932279,0.007828621895070598,0.03172282363132304,0.14682369754890393,-1.2158308520083128,0.22044015363470548,0.02798296125946644,0.17624702959290184,0.2505462065807682,0.1885782138028874,0.24711005202107802,-0.31158005987312304,-1.6307606825629473,-0.0011494869803696198,0.016330073708694246,-0.025632226468329702,0.023431148000640233,-0.017407463650491693,0.014233399347049827,-0.05022956049682177,-1.4166097112249063,0.03615981457833173,0.6257202012352892,-0.9976723790168762,0.9973818063735962,-0.6046017408370972,0.677536129951477,-0.17317397112728386,-1.4401247615560666,0.3765194046477913,0.434018909389052,-0.30561408400535583,0.9998059868812561,0.004329248797148466,0.8567528128623962,0.19202872674435925,-1.5905878707359549,-0.01816301602579865,0.5260205127774353,-0.9994515180587769,0.998632550239563,-0.504607081413269,0.4687388837337494,0.0915164231351781,-1.2887780359796637,108155.00494374266,32657.032061232112,17296.974347368916,229521.42680103282,78963.16014128405,131302.9946648031,-0.18181407665027746,0.18655953286704285,1.0806967360278001,0.3197259075083547,0.17555265840576428,2.1539958257409344,0.7819063096321552,1.30594813296549,-0.3389085214708581,-0.17463472528938295,348.58551148804474,15.846121520837128,307.5656516648872,379.31894910400337,332.7902345426429,363.10715622381787,-0.13736501623140668,-1.4536078992413064,1.869005,0.886386,18.727144
4,1665.81,369387.85,0.019983455453348783,0.0127649709792422,-0.0015545112926570878,0.04526755372702938,0.00782450042427627,0.031883782165572194,0.15691543029393057,-1.2013872218374506,0.22051701371238538,0.027989783790843378,0.17630836678088713,0.2506342203830729,0.1886746675491812,0.2471927612254237,-0.31016654298734947,-1.6316199287843494,-0.0011367174168726507,0.01617740112324973,-0.02556926546478154,0.023310366273669048,-0.017171455559374254,0.013976271520561474,-0.052561419540600104,-1.4042961706121722,0.03308201141269511,0.6278641322450287,-0.998674213886261,0.9953915476799011,-0.6060780882835388,0.6743950843811035,-0.16017149198810926,-1.4481061195939597,0.37698246343327796,0.4317874712687043,-0.3289676606655121,0.9999938011169434,0.007112455554306507,0.8589991927146912,0.1912662866436515,-1.5815519961512459,-0.014995634191323857,0.5252724973873419,-0.9997064471244812,0.9999589920043945,-0.4919009804725647,0.4799943268299103,0.08385207823344062,-1.3026372160274655,111990.56176557227,35037.63690865896,18028.854611884915,235517.8899087093,79358.17543631895,136105.99516845844,-0.3424101591934154,-0.04552841024782284,1.1077318321891647,0.33831391157163027,0.18058742409253686,2.1719997555828323,0.7763976146923206,1.3387675657358666,-0.48788045628575094,-0.29084314865732175,351.9413775224955,16.715576486524654,309.8018631210167,382.5659065551096,335.1712784286556,367.10399993393895,-0.12572154194558355,-1.4379793302813293,1.939042,0.873711,18.999257
5,1634.67,372735.15,0.01989747790938134,0.0126704591908952,-0.0014839804850235374,0.04541267939448302,0.007891640868277533,0.03160550184727741,0.1697917733260018,-1.1657460754772329,0.22051601748132674,0.028000933673021505,0.17615965533693798,0.2506478198275906,0.18866170716148173,0.24722199383504784,-0.3110549037205303,-1.6301291470465884,-0.0009930981409900354,0.0162273927948627,-0.025052766864448805,0.0235973927578405,-0.017095887347177378,0.014295176223248184,-0.04334501126022048,-1.409782217513761,0.032525896647894036,0.6248895841562304,-0.9977017045021057,0.9970950484275818,-0.6070773005485535,0.6591971516609192,-0.16549982724927567,-1.438114228656433,0.3835502803641311,0.42668691418826116,-0.2650858163833618,0.9998610615730286,0.016873275861144066,0.8700810074806213,0.2258296283168464,-1.6188067272667332,-0.017543837207586694,0.5281806518365205,-0.9998738765716553,0.9969552755355835,-0.5039122700691223,0.466978520154953,0.0837497124863914,-1.2839997728330663,110148.1041064075,34266.839142038225,13347.96870737972,230040.98311480775,79802.05930976558,133643.99416363428,-0.4430578080511977,0.08726623183515958,1.0973871825166024,0.33554500764814205,0.13632511006339793,2.145579320955031,0.7929589808241335,1.330054794285189,-0.561015232460747,-0.15846675441345193,349.5473635862544,16.19523199595266,307.1025556054697,378.73755703582714,333.41146587118317,364.32695126287643,-0.1137631811791501,-1.4294546588452244,1.901861,0.869358,18.465885
6,1799.01,375151.65,0.01999075500888914,0.01273693628975924,-0.001444823129893073,0.04541015881610623,0.007897971413611475,0.03177921269666358,0.1656948870248233,-1.1786950907337799,0.22052358164542266,0.02800324349624125,0.17622959844129737,0.2506447342589471,0.18865660552805572,0.24725826926292624,-0.3098085670638094,-1.6315870858823478,-0.001135226744557547,0.016541359450161257,-0.025773725280597543,0.024083714770020588,-0.01753905542660585,0.014184462744726432,-0.03874993783341214,-1.4003909633575016,0.03303131805219956,0.6295722108016338,-0.9982007145881653,0.993277907371521,-0.6139872670173645,0.6633167266845703,-0.1707912339304224,-1.441532806408937,0.378141222159587,0.4311311958417286,-0.3058803677558899,0.9998878240585327,0.006661496125161648,0.8545114398002625,0.1870238832951804,-1.5791738836352789,-0.014132279264169515,0.5229562161081944,-0.9997915029525757,0.9979797601699829,-0.4947051703929901,0.47620829939842224,0.07514897924851395,-1.286972651700337,113764.33906857933,36935.53925182263,19941.500555758834,267876.0984986607,76555.86748014246,138985.512248489,0.11048717321502502,0.3624766839537905,1.0911645032403712,0.3427162287196685,0.1958555133775406,2.3938351301538,0.7447378801223139,1.321636757047916,-0.07481724321764387,-0.11479685523645777,362.81880510809816,19.610269991347952,317.70102684023124,396.43138443331407,342.9574361977599,380.5899081849396,-0.13960581275291442,-1.465576410723425,2.114151,0.864458,20.350099
7,1782.63,367383.05,0.02008040207888969,0.012852287882662806,-0.001628117579267912,0.04558649772322356,0.007867470815322325,0.03205809873767662,0.1656741081862275,-1.1866871313136438,0.2205639347825639,0.028037897281860943,0.17618891987302532,0.25075898033810995,0.1886668041835434,0.2472770353734292,-0.31098205072592705,-1.6303353341832592,-0.0009674237513355989,0.016239444551127243,-0.02506761438223381,0.023125002540352654,-0.017210929093016636,0.014537882607941362,-0.05683680806676233,-1.4347053150385234,0.031972580616967144,0.6238928626416557,-0.9993321299552917,0.9943174719810486,-0.5963957905769348,0.6739261150360107,-0.15633222684999395,-1.4422614328156969,0.38237344692056435,0.4325286347090414,-0.3003392815589905,0.9999594688415527,0.012109479866921902,0.8708914518356323,0.1972389392424249,-1.605310711801894,-0.01898641244750032,0.5254374801062738,-0.9999467134475708,0.9993889927864075,-0.499721884727478,0.4748895466327667,0.09746339117878645,-1.2835564552431162,111539.07512561088,35481.432880901826,26001.21609756427,263507.36914086784,76095.56582921922,135391.14273663366,0.25583707554511004,0.5781246831093925,1.0752531857488732,0.32949172943907973,0.24871978722229215,2.371439904006784,0.7514647052859351,1.2855962747799026,0.057951057299384025,0.04075523796337999,360.8920319413977,18.79782249280276,316.834961178143,397.3493056970525,341.88912425855557,378.2425432314125,-0.18727530589057034,-1.4808270496695015,2.060489,0.856763,20.255821
8,1702.17,371124.15,0.020093655187796208,0.012803039785048162,-0.0015809719788941043,0.045084660324256655,0.007871664857411318,0.0320543792281492,0.14360051019152037,-1.2161530779768792,0.2205349425464653,0.02802639075862208,0.17621908300733885,0.2508194398620774,0.18863999211242016,0.24720039700528113,-0.31025090272203587,-1.6299452761746285,-0.0009596763003496801,0.015988314122689164,-0.024376833088506387,0.022826203685600826,-0.016946453670713294,0.014183112817050666,-0.0506549952518582,-1.4253430304601828,0.03465382084666651,0.6230211553463514,-0.9993594288825989,0.9969019293785095,-0.595820426940918,0.6586859226226807,-0.17232576148843173,-1.4332455190197548,0.38637192325710285,0.42225299202346883,-0.2676263749599457,0.9998348355293274,0.017095165327191353,0.8733372092247009,0.25582265600386866,-1.63991760762413,-0.01906553104312975,0.5316948924332683,-0.9998773336410522,0.9999305009841919,-0.5186125636100769,0.481073796749115,0.08649927621963323,-1.3033467020767044,112769.53444771109,35707.25564649559,11174.745887496072,245212.0942771766,81832.18589424212,136370.20319606314,-0.295938709871073,0.19918294587334318,1.1065621851245093,0.3413549803682407,0.11390644392255905,2.2459120322258403,0.7963376624200005,1.3369801804413848,-0.4446426445386984,-0.06717824971864417,354.6916318456048,17.32462187761655,312.7832182001377,386.8162080032066,337.2604021891054,370.42579103608216,-0.13122712654080979,-1.442797954923896,1.998646,0.873315,19.478984
9,1646.01,373379.55,0.019830942718772858,0.012628019573955781,-0.0015240839080317887,0.04429194047732948,0.0078080183688962745,0.031632115731272094,0.15245402049998502,-1.2106649766055906,0.22056330205958802,0.02807785653113429,0.17617045693649583,0.25073132891582434,0.18857955050546082,0.247335344900214,-0.3121275056186622,-1.6298279435477026,-0.001165470078199036,0.016244031122340095,-0.025479827136630485,0.023383907270281053,-0.017293266479733477,0.014236505534746334,-0.0502648693014062,-1.412797992349639,0.034780867089088396,0.6270991768685934,-0.9980670213699341,0.9964044690132141,-0.6060848236083984,0.6669737100601196,-0.170848491229384,-1.4403298657476988,0.38206989662473023,0.42813958404506613,-0.23836244642734528,0.9999585747718811,0.014015539549291134,0.8687127828598022,0.2308894062632358,-1.6258023900589273,-0.017384699108609795,0.5253130762501614,-0.9996662735939026,0.999550461769104,-0.48791903257369995,0.46894019842147827,0.08290468300624938,-1.2695593190067564,112634.1967901451,34064.78457998621,15211.432552933878,230270.5407901041,82527.2738222789,135722.33246483054,-0.4368328003596537,0.05683855543291072,1.118060097849495,0.3297603472558519,0.15560083175653347,2.1473104190247656,0.8134343517090151,1.3404079360966488,-0.5740358127890298,-0.14497551305815426,350.615013291235,16.519245963214267,308.42856584903745,379.85602319265604,334.0649447396807,365.5618805717698,-0.12317428716846285,-1.4325197694964455,1.918972,0.868766,18.604472
